"Identifier","Personal title","First name","Middle name","Last name","Company","Account number","Tax number","Register number","Country","State","City","Zip","Address","Web","Email (1)","Email (2)","Phone (1)","Phone (2)","Fax","Mobile (1)","Mobile (2)","Note","Day of birth","RemindDay","Status"
"","","Oswald","","Notovaremeiner","","","","","","","Zella-Mehlis","98544","Kirchplatz 153","","uloku80@gmail.de","","016125/369579","","","","","","","-1",""
"","","Jurij","","Widamode","","","","","","","Wittmund","26409","Albert-Schweitzer-Strasse 297d","","utuzo68@test.de","","08232/61773792","","","","","","","-1",""
"","","Paula","","Tilowedemüller","","","","","","","Vellberg","74541","Sonnenstrasse 204","","adopu54@t-online.de","","097961/743151","","","","","","","-1",""
"","","Meik","","Farusege","","","","","","","Ketzin/Havel","14669","Ahornstrasse 234","","meik.farusege85@gmail.com","","06811/52595461","","","","","","","-1",""
"","","Heinz-Joachim","","Neviwade","","","","","","","Friedland","15848","Birkenstrasse 226","","itazu84@gmail.de","","0372/6443534","","","","","","","-1",""
"","","Heinz-Gerd","","Pidulaumeiner","","","","","","","Mellrichstadt","97638","Gerhart-Hauptmann-Strasse 37","","utozo95@gmail.com","","0313/2725818","","","","","","","-1",""
"","","Ingeburg","","Zatedu","","","","","","","Hayingen","72534","Ginsterweg 227","","ingeburg.zatedu64@gmail.com","","0586/3684712","","","","","","","-1",""
"","","Cynthia","","Gasisade","","","","","","","Schwaigern","74193","Kreuzweg 195","","ovoro79@gmail.com","","0327/71177436","","","","","","","-1",""
"","","Malgorzata","","Nirogedemüller","","","","","","","Leuna","06237","Mühlenweg 92","","atame62@gmx.de","","0716676/6984551","","","","","","","-1",""
"","","Heinz-Günter","","Krause","","","","","","","Waldsassen","95652","Ringstrasse 115c","","iwifu66@email.com","","0852169/6229185","","","","","","","-1",""
"","","Wolfgang","","Ditumode","","","","","","","Ilsenburg (Harz)","38871","Amselweg 18","","wolfgang.ditumode66@surfnet.de","","027967/566256877","","","","","","","-1",""
"","","Friederike","","Nulusedeson","","","","","","","Orlamünde","07768","Friedrichstrasse 22","","utaze95@gmail.com","","09155/93588","","","","","","","-1",""
"","","Sigismund","","Gulogedemeiner","","","","","","","Pattensen","30982","Fichtenstrasse 142c","","sigismund.gulogedemeiner75@gmx.de","","098852/247696418","","","","","","","-1",""
"","","Loni","","Köhler","","","","","","","Stadtoldendorf","37627","Akazienweg 89","","loni.koehler76@gmx.de","","012547/81461","","","","","","","-1",""
"","","Iwona","","Wävobodo","","","","","","","Zörbig","06780","Wacholderweg 94","","iwona.waevobodo67@yahoo.de","","02651/214761421","","","","","","","-1",""
"","","Hans-Herbert","","Schmidt","","","","","","","Vohburg a.d.Donau","85088","Geschwister-Scholl-Strasse 61","","olaki56@t-online.de","","07927/681327383","","","","","","","-1",""
"","","Gert","","Nevufoweiner","","","","","","","Schönberg","23923","Bismarckstrasse 155b","","adopi82@outloock.de","","01654/554685437","","","","","","","-1",""
"","","Karl-Georg","","Cärafimeiner","","","","","","","Bergkamen","59192","Tulpenstrasse 241","","karl-georg.caerafimeiner63@email.com","","094864/82445692","","","","","","","-1",""
"","","Ottmar","","Josabe","","","","","","","Zschopau","09405","Bergweg 26","","usutu60@surfnet.de","","04597/744784844","","","","","","","-1",""
"","","Joanna","","Schulze","","","","","","","Delitzsch","04509","Leipziger Strasse 159b","","joanna.schulze95@gmail.com","","0396/818142","","","","","","","-1",""
"","","Tanja","","Rösuhede","","","","","","","Lübben (Spreewald)","15907","Weiherstrasse 121","","tanja.roesuhede96@test.de","","07377/747324767","","","","","","","-1",""
"","","Sandor","","Risafiweiner","","","","","","","Zierenberg","34289","Friedrich-Ebert-Strasse 22","","sandor.risafiweiner70@email.com","","041781/38976272","","","","","","","-1",""
"","","Hans-Gerhard","","Läsufostein","","","","","","","Harzgerode","06493","Gartenstrasse 66","","evoro84@gmail.de","","0967/437551367","","","","","","","-1",""
"","","Solveig","","Filivoreson","","","","","","","Östringen","76684","Uhlandstrasse 81","","solveig.filivoreson63@test.de","","0639/5929351","","","","","","","-1",""
"","","Karl-August","","Schmitt","","","","","","","Niedernhall","74676","Nelkenstrasse 296c","","karl-august.schmitt71@yahoo.de","","0583/357241","","","","","","","-1",""
"","","Henriette","","Pütudumeiner","","","","","","","Emmelshausen","56281","Erlenstrasse 103","","henriette.puetudumeiner70@email.com","","09837/66786168","","","","","","","-1",""
"","","Rolf","","Zavofledehein","","","","","","","Bad Dürrheim","78073","Stettiner Strasse 209","","ewufo76@yahoo.de","","033345/278661","","","","","","","-1",""
"","","Mato","","Huroflodeweiner","","","","","","","Jüterbog","14913","Erlenweg 215","","iwife57@gmail.com","","022165/416344618","","","","","","","-1",""
"","","Andrej","","Cövabeweiner","","","","","","","Eltville am Rhein","65343","Ginsterweg 278","","etumo63@yahoo.de","","0979661/66437","","","","","","","-1",""
"","","Janus","","Farufustein","","","","","","","Erbach","89155","Rosenweg 19","","janus.farufustein75@yahoo.de","","0389111/468687526","","","","","","","-1",""
"","","Joana","","Fewegate","","","","","","","Eberbach","69412","Kolpingstrasse 296","","utize74@email.com","","04716/371388617","","","","","","","-1",""
"","","Paulo","","Vüdidihein","","","","","","","Brüssow","17326","Daimlerstrasse 10","","paulo.vuedidihein78@test.de","","0473114/36265","","","","","","","-1",""
"","","Vera","","Botivoremeiner","","","","","","","Hemmoor","21745","Forstweg 258","","owufe59@gmx.de","","06485/55596","","","","","","","-1",""
"","","Branka","","Wesufledestein","","","","","","","Magdala","99441","Mozartstrasse 111","","awafe59@outloock.de","","0686159/774257","","","","","","","-1",""
"","","Karolin","","Mayer","","","","","","","Doberlug-Kirchhain","03253","Brunnenstrasse 87","","karolin.mayer89@test.de","","0368356/63517275","","","","","","","-1",""
"","","Anselm","","Börolatehein","","","","","","","Oederan","09569","Gartenweg 116","","anselm.boerolatehein87@email.com","","09928/256161","","","","","","","-1",""
"","","Marlis","","Tevagrodestein","","","","","","","Wesel","46483","Frankenstrasse 25","","marlis.tevagrodestein63@surfnet.de","","045161/41754439","","","","","","","-1",""
"","","Karl-Hermann","","Fetasege","","","","","","","Steinbach (Taunus)","61449","Grenzweg 275","","olike54@gmail.com","","0293962/54843","","","","","","","-1",""
"","","Hans-Jochen","","Müdisadeweiner","","","","","","","Weilheim i.OB","82362","Mühlenweg 45","","hans-jochen.muedisadeweiner79@email.com","","0277565/285942849","","","","","","","-1",""
"","","Heinz-Jürgen","","Dusovade","","","","","","","Templin","17268","Lange Strasse 192","","heinz-juergen.dusovade70@test.de","","032589/76743213","","","","","","","-1",""
"","","Harald","","Wavubamüller","","","","","","","Bad Liebenstein","36448","Meisenweg 265","","harald.wavubamueller83@surfnet.de","","0758/34127","","","","","","","-1",""
"","","Ilona","","Zovibaweiner","","","","","","","Dahme/Mark","15936","Mittelstrasse 18","","iloko83@t-online.de","","0954/64777","","","","","","","-1",""
"","","Roselinde","","Puwelau","","","","","","","Neuerburg","54673","Eichenstrasse 44","","ivare81@surfnet.de","","0179997/27938","","","","","","","-1",""
"","","Cemil","","Lisubuson","","","","","","","Bad Wilsnack","19336","Asternweg 193d","","etozi87@outloock.de","","0841/861832883","","","","","","","-1",""
"","","Roswita","","Gevigrode","","","","","","","Plauen","08523","Brückenstrasse 147","","roswita.gevigrode99@outloock.de","","03856/45986628","","","","","","","-1",""
"","","Fedor","","Nisobehein","","","","","","","Eltmann","97483","Goethestrasse 173","","odepo80@surfnet.de","","0899/71126757","","","","","","","-1",""
"","","Peter","","Hatihedeweiner","","","","","","","Rosbach v. d. Höhe","61191","Lerchenstrasse 158","","peter.hatihedeweiner83@email.com","","017186/328958","","","","","","","-1",""
"","","Geraldine","","Hüresege","","","","","","","Ahlen","59227","Alte Dorfstrasse 79","","geraldine.hueresege93@outloock.de","","0168629/16988941","","","","","","","-1",""
"","","Eileen","","Järebede","","","","","","","Grebenstein","34393","Fliederweg 245","","uvaru99@outloock.de","","015535/9136195","","","","","","","-1",""
"","","Maurizio","","Mösulode","","","","","","","Freiberg","09599","Fichtenstrasse 255","","otami75@outloock.de","","038332/89362856","","","","","","","-1",""
"","","Hella","","Lisawedestein","","","","","","","Friedberg","86316","Eichenstrasse 160","","esuto66@gmx.de","","043547/795845","","","","","","","-1",""
"","","Mara","","Lasugau","","","","","","","Emmerich am Rhein","46446","Lindenweg 296","","esite83@t-online.de","","036975/83392","","","","","","","-1",""
"","","Isabel","","Vuwufuhein","","","","","","","Joachimsthal","16247","Geschwister-Scholl-Strasse 180","","edipa61@outloock.de","","0513148/2186315","","","","","","","-1",""
"","","Christa","","Rovedihein","","","","","","","Lippstadt","59555","Siemensstrasse 262","","otuze89@yahoo.de","","08626/941572456","","","","","","","-1",""
"","","Heimo","","Schmitt","","","","","","","Düsseldorf","40213","Erlenweg 195","","heimo.schmitt69@email.com","","07653/9678436","","","","","","","-1",""
"","","Martha","","Tüvefledehein","","","","","","","Chemnitz","09111","Forststrasse 239","","atezu60@gmx.de","","0448158/988565912","","","","","","","-1",""
"","","Kunibert","","Bowofarestein","","","","","","","Ochsenfurt","97199","Luisenstrasse 226","","aleke64@gmail.com","","015966/271151656","","","","","","","-1",""
"","","Katarzyna","","Forogrodeweiner","","","","","","","Tanna","07922","Bismarckstrasse 291","","etazo95@t-online.de","","0881992/195687713","","","","","","","-1",""
"","","Rolf-Dieter","","Jotigaumeiner","","","","","","","Buttelstedt","99439","Fichtenstrasse 36","","rolf-dieter.jotigaumeiner69@test.de","","04511/9937875","","","","","","","-1",""
"","","Felix","","Wövubamüller","","","","","","","Zarrentin am Schaalsee","19246","Zeppelinstrasse 36","","osete94@surfnet.de","","077714/12963574","","","","","","","-1",""
"","","Nurettin","","Navasadehein","","","","","","","Furtwangen im Schwarzwald","78120","Wilhelmstrasse 69","","etumo95@outloock.de","","06374/11741557","","","","","","","-1",""
"","","Karl-Werner","","Fätumatthein","","","","","","","Wörrstadt","55286","Kantstrasse 84","","uleke82@surfnet.de","","04499/1664465","","","","","","","-1",""
"","","Hans-Hinrich","","Häwosademüller","","","","","","","Oberkirch","77704","August-Bebel-Strasse 238","","hans-hinrich.haewosademueller93@gmx.de","","0625828/864365","","","","","","","-1",""
"","","Mechtild","","Süsivadestein","","","","","","","Nauen","14641","Bergstrasse 279","","iwufa62@gmail.de","","0216435/98343543","","","","","","","-1",""
"","","Jeanette","","Gatibi","","","","","","","Ludwigsfelde","14974","Talstrasse 35","","iwefe86@email.com","","05651/3244591","","","","","","","-1",""
"","","Adelinde","","Mäwulodestein","","","","","","","Wolgast","17438","Mittelweg 138","","atemi58@t-online.de","","0945929/5262174","","","","","","","-1",""
"","","Ira","","Jisofuhein","","","","","","","Gaildorf","74405","Lindenallee 7","","eliku87@t-online.de","","0563747/8921259","","","","","","","-1",""
"","","Wencke","","Gisefustein","","","","","","","Olpe","57462","Fichtenweg 74","","asoto91@email.com","","059264/32273","","","","","","","-1",""
"","","Franjo","","Mososade","","","","","","","Alpirsbach","72275","Wiesengrund 84","","franjo.mososade77@surfnet.de","","07368/162641983","","","","","","","-1",""
"","","Elfi","","Züdudomeiner","","","","","","","Strasburg (Uckermark)","17335","Burgstrasse 298","","elfi.zuedudomeiner57@gmx.de","","02358/587972883","","","","","","","-1",""
"","","Liesbeth","","Morugedehein","","","","","","","Riedenburg","93339","Parkstrasse 87","","liesbeth.morugedehein77@email.com","","0399811/37234","","","","","","","-1",""
"","","Agnieszka","","Pelumattweiner","","","","","","","Oberwiesenthal, Kurort","09484","Kirchgasse 261","","ataza58@outloock.de","","0851/25133","","","","","","","-1",""
"","","Lissi","","Carabumüller","","","","","","","Neunkirchen","66538","Am Sportplatz 228","","eleka72@outloock.de","","0592/398248477","","","","","","","-1",""
"","","Viktoria","","Barugateweiner","","","","","","","Hamm","59065","Kreuzstrasse 174","","uvira58@gmail.com","","01575/295823944","","","","","","","-1",""
"","","Pierre","","Züweplau","","","","","","","Stühlingen","79780","Kirchplatz 51","","ovari85@email.com","","0918/83855","","","","","","","-1",""
"","","Knut","","Mosafoweiner","","","","","","","Gummersbach","51643","Ahornstrasse 120","","knut.mosafoweiner78@test.de","","052248/488983683","","","","","","","-1",""
"","","Annekatrin","","Dewugradeson","","","","","","","Beelitz","14547","Frühlingstrasse 257","","annekatrin.dewugradeson97@email.com","","0874467/882817636","","","","","","","-1",""
"","","Lucia","","Codaschatt","","","","","","","Märkisch Buchholz","15748","Eichenweg 36","","isato66@t-online.de","","0295/864178896","","","","","","","-1",""
"","","Falko","","Zideflodestein","","","","","","","Frechen","50226","Rosenstrasse 96","","falko.zideflodestein95@yahoo.de","","092291/91369","","","","","","","-1",""
"","","Tilo","","Jälalaumeiner","","","","","","","Eisfeld","98673","Dahlienweg 52","","avuru96@email.com","","0316/15953","","","","","","","-1",""
"","","Christin","","Süsowede","","","","","","","Preetz","24211","Lärchenweg 19","","owafu68@t-online.de","","0211/79619","","","","","","","-1",""
"","","Karina","","Pütuschattstein","","","","","","","Brackenheim","74336","August-Bebel-Strasse 62","","uwifo94@outloock.de","","03267/46381563","","","","","","","-1",""
"","","Marie-Luise","","Rituvode","","","","","","","Hachenburg","57627","Birkenstrasse 173d","","evore84@gmx.de","","07678/57425","","","","","","","-1",""
"","","Adam","","Maier","","","","","","","Oberlungwitz","09353","Albert-Schweitzer-Strasse 80","","adam.maier54@test.de","","01468/665932685","","","","","","","-1",""
"","","Hans-Ludwig","","Jesabu","","","","","","","Hofgeismar","34369","Pappelweg 159","","hans-ludwig.jesabu87@gmail.com","","0189/26385923","","","","","","","-1",""
"","","Nadine","","Viwilauweiner","","","","","","","Lohne (Oldenburg)","49393","Marktstrasse 185","","itime61@t-online.de","","0276453/7621513","","","","","","","-1",""
"","","Hedda","","Hartmann","","","","","","","Lauchhammer","01979","Nordstrasse 154","","hedda.hartmann63@surfnet.de","","09825/77294766","","","","","","","-1",""
"","","Silja","","Nasodameiner","","","","","","","Hoyerswerda","02977","Mittelweg 77","","silja.nasodameiner67@t-online.de","","0866/763328","","","","","","","-1",""
"","","Antonino","","Nusasademüller","","","","","","","Balve","58802","Nelkenweg 102","","eralu82@outloock.de","","0188/389981818","","","","","","","-1",""
"","","Karolina","","Vetosadestein","","","","","","","Elzach","79215","Südstrasse 260","","otuma95@test.de","","0461425/6584232","","","","","","","-1",""
"","","Alwin","","Pulisadestein","","","","","","","Gelnhausen","63571","Lange Strasse 233","","irelo64@gmail.de","","0923/792244","","","","","","","-1",""
"","","Emmy","","Dawidimüller","","","","","","","Beckum","59269","Mittelweg 257","","evira59@email.com","","02732/5425426","","","","","","","-1",""
"","","Randolf","","Wagner","","","","","","","Tangermünde","39590","Bergstrasse 27","","osote77@outloock.de","","046392/81142","","","","","","","-1",""
"","","Elly","","Ritefoweiner","","","","","","","Garding","25836","Siedlung 69","","orila95@yahoo.de","","0748282/191544661","","","","","","","-1",""
"","","Damaris","","Zawigatemüller","","","","","","","Markkleeberg","04416","Lindenstrasse 83","","udapi58@surfnet.de","","0482358/7244478","","","","","","","-1",""
"","","Nadeschda","","Witebimüller","","","","","","","Borgholzhausen","33829","Poststrasse 280","","uwifo64@email.com","","02294/782579","","","","","","","-1",""
"","","Henrik","","Tädalau","","","","","","","Raunheim","65479","Rathausstrasse 163","","henrik.taedalau54@outloock.de","","021473/67665983","","","","","","","-1",""
"","","Folkert","","Curudaweiner","","","","","","","Werben (Elbe)","39615","Luisenstrasse 120","","folkert.curudaweiner71@outloock.de","","01485/9285337","","","","","","","-1",""
"","","Diethard","","Sötivarestein","","","","","","","Münchenbernsdorf","07589","Alte Dorfstrasse 163","","diethard.soetivarestein58@gmail.de","","0298531/784918","","","","","","","-1",""
"","","Jacqueline","","Schulze","","","","","","","Wildemann, Bergstadt","38709","Nelkenweg 91","","jacqueline.schulze55@gmx.de","","03868/19579418","","","","","","","-1",""
"","","Diana","","Becker","","","","","","","Reichenbach im Vogtland","08468","Schwalbenweg 9b","","uwufu80@t-online.de","","0119494/6978719","","","","","","","-1",""
"","","Eduard","","Schmitt","","","","","","","Langenburg","74595","Schützenstrasse 258","","osato66@surfnet.de","","05149/582488","","","","","","","-1",""
"","","Constanze","","Korobistein","","","","","","","Oberhausen","46045","Eschenweg 116","","urole80@gmx.de","","0591217/5435732","","","","","","","-1",""
"","","Robin","","Dedesegeson","","","","","","","Creußen","95473","Querstrasse 25","","robin.dedesegeson64@gmx.de","","0632/122572351","","","","","","","-1",""
"","","Anna-Marie","","Jovivodestein","","","","","","","Ortenberg","63683","Robert-Koch-Strasse 224","","anna-marie.jovivodestein70@test.de","","0144/778113477","","","","","","","-1",""
"","","Peter","","Huber","","","","","","","Höhr-Grenzhausen","56203","Rotdornweg 273","","odipe84@gmail.de","","0465294/353799","","","","","","","-1",""
"","","Regine","","Sevivodeson","","","","","","","Wuppertal","42275","Dieselstrasse 56","","regine.sevivodeson76@test.de","","06191/79179","","","","","","","-1",""
"","","Kurt","","Cosigrodehein","","","","","","","Meldorf","25704","Grüner Weg 239a","","kurt.cosigrodehein86@gmx.de","","0165/17953969","","","","","","","-1",""
"","","Ramazan","","Datobimeiner","","","","","","","Hermeskeil","54411","Kirchplatz 99","","elika95@surfnet.de","","0426/93267","","","","","","","-1",""
"","","Kemal","","Vivibodo","","","","","","","Georgsmarienhütte","49124","Rosenstrasse 75","","kemal.vivibodo83@test.de","","0266/7121988","","","","","","","-1",""
"","","Anton","","Patodomüller","","","","","","","Norderney","26548","Erlenstrasse 254","","otumo58@gmail.com","","0115683/71268779","","","","","","","-1",""
"","","Hajo","","Wöwefledeson","","","","","","","Lübtheen","19249","Fichtenweg 164","","hajo.woewefledeson77@gmx.de","","0884/1451211","","","","","","","-1",""
"","","Hans-Ulrich","","Nötasegeweiner","","","","","","","Rottweil","78628","Wiesenstrasse 223","","isuto88@outloock.de","","0248921/997255717","","","","","","","-1",""
"","","Bertram","","Bätomattmüller","","","","","","","Aurich","26603","Buchenweg 144","","bertram.baetomattmueller92@gmail.com","","03215/3557734","","","","","","","-1",""
"","","Eckehard","","Bösevade","","","","","","","Hilpoltstein","91161","Am Anger 131","","ataze60@outloock.de","","049649/792572333","","","","","","","-1",""
"","","Elfi","","Gadilode","","","","","","","Meuselwitz","04610","Gerhart-Hauptmann-Strasse 126","","elfi.gadilode77@yahoo.de","","0869917/697397874","","","","","","","-1",""
"","","Editha","","Judaduweiner","","","","","","","Weinstadt","71384","Teichstrasse 283","","edipi77@email.com","","0138646/31777","","","","","","","-1",""
"","","Stella","","Lälischatt","","","","","","","Wirges","56422","Schulweg 260","","usate89@surfnet.de","","0973/54431978","","","","","","","-1",""
"","","Joanna","","Koch","","","","","","","Velbert","42551","Tannenstrasse 162","","joanna.koch58@gmail.com","","0946358/52174","","","","","","","-1",""
"","","Minna","","Curavarehein","","","","","","","Worms","67547","Robert-Koch-Strasse 71","","minna.curavarehein80@gmail.com","","074541/514159923","","","","","","","-1",""
"","","Heinz","","Koch","","","","","","","Oestrich-Winkel","65375","Gutenbergstrasse 244","","heinz.koch55@gmail.com","","089377/324794868","","","","","","","-1",""
"","","Erol","","Wisedason","","","","","","","Greven","48268","Ulmenweg 147","","iloke60@outloock.de","","0432/765688264","","","","","","","-1",""
"","","Valeria","","Cäragedeweiner","","","","","","","Schlettau","09487","Mühlstrasse 263","","aleke93@email.com","","05895/89624","","","","","","","-1",""
"","","Sieglinde","","Hadugauweiner","","","","","","","Eisenach","99817","Mühlenstrasse 219","","uwafo99@gmail.com","","0183/67441592","","","","","","","-1",""
"","","Leonie","","Süvoferehein","","","","","","","Marktsteft","97342","Im Wiesengrund 19","","usete58@email.com","","0685/725157185","","","","","","","-1",""
"","","Yasmin","","Dewifohein","","","","","","","Stadtlengsfeld","36457","Max-Planck-Strasse 215","","yasmin.dewifohein88@gmx.de","","0531624/97765","","","","","","","-1",""
"","","Gerard","","Wiwifiweiner","","","","","","","Schwaigern","74193","Wacholderweg 8a","","itemi71@t-online.de","","083672/999647","","","","","","","-1",""
"","","Hella","","Bülibi","","","","","","","Sehnde","31319","Grenzweg 279","","hella.buelibi90@gmail.de","","0736425/795667741","","","","","","","-1",""
"","","Franka","","Hevivaremeiner","","","","","","","Braubach","56338","Grabenstrasse 211","","franka.hevivaremeiner80@email.com","","0979/193115","","","","","","","-1",""
"","","Ditmar","","Garamodestein","","","","","","","Grimma","04668","Seestrasse 215","","alake87@yahoo.de","","0773/9459911","","","","","","","-1",""
"","","Steffi","","Meier","","","","","","","Gartz (Oder)","16307","Mittelstrasse 271","","steffi.meier85@yahoo.de","","0143962/4862871","","","","","","","-1",""
"","","Istvan","","Judesade","","","","","","","Selters (Westerwald)","56242","Tulpenstrasse 98","","itozo69@email.com","","01919/113452","","","","","","","-1",""
"","","Horst-Günter","","Kelofoson","","","","","","","Neuenstadt am Kocher","74196","Rosenstrasse 33","","horst-guenter.kelofoson59@gmail.de","","0169/9357738","","","","","","","-1",""
"","","Songül","","Filevoremeiner","","","","","","","Memmingen","87700","Neue Strasse 11","","awefi83@gmail.com","","0981254/2494599","","","","","","","-1",""
"","","Theodora","","Krause","","","","","","","Wasserburg a.Inn","83512","Mittelstrasse 288","","theodora.krause96@surfnet.de","","0781264/963472","","","","","","","-1",""
"","","Carola","","Didifohein","","","","","","","Plau am See","19395","Pappelweg 80","","irali79@test.de","","03955/8881545","","","","","","","-1",""
"","","Frida","","Disivoremüller","","","","","","","Auma-Weidatal","07955","Eichenstrasse 55c","","utaze64@email.com","","073899/517729","","","","","","","-1",""
"","","Grete","","Fischer","","","","","","","Falkenberg/Elster","04895","Mörikestrasse 292","","grete.fischer69@email.com","","0975/64281","","","","","","","-1",""
"","","Luciano","","Hetuhedestein","","","","","","","Endingen am Kaiserstuhl","79346","Bergstrasse 128","","awufu78@test.de","","0329354/746129917","","","","","","","-1",""
"","","Helena","","Pevugate","","","","","","","Bernsdorf","02994","Am Bahnhof 77","","evuru85@t-online.de","","01149/4894534","","","","","","","-1",""
"","","Eva-Marie","","Rädiferehein","","","","","","","Vacha","36404","Haydnstrasse 137","","eva-marie.raediferehein55@gmail.de","","0125998/82868379","","","","","","","-1",""
"","","Dorle","","Nowufledehein","","","","","","","Ueckermünde","17373","Am Friedhof 171","","otizi94@surfnet.de","","06841/34239","","","","","","","-1",""
"","","Magnus","","Sevafi","","","","","","","Lindenfels","64678","Eschenweg 240","","atama65@gmx.de","","0232/627373","","","","","","","-1",""
"","","Yasemin","","Totadamüller","","","","","","","Schwandorf","92421","Jägerstrasse 80","","ovaru71@gmail.com","","014178/7294523","","","","","","","-1",""
"","","Wenke","","Werner","","","","","","","Calbe (Saale)","39240","Dahlienweg 200","","awefi83@gmx.de","","0585243/69613","","","","","","","-1",""
"","","Diethard","","Geredastein","","","","","","","Medebach","59964","Schillerstrasse 101b","","diethard.geredastein58@t-online.de","","0546324/823473376","","","","","","","-1",""
"","","Zenta","","Rusufo","","","","","","","Hartenstein","08118","Ulmenstrasse 83","","zenta.rusufo94@email.com","","081835/2779849","","","","","","","-1",""
"","","Heidemarie","","Pawogrodemüller","","","","","","","Naila","95119","Robert-Koch-Strasse 162","","oleko78@surfnet.de","","08926/79328","","","","","","","-1",""
"","","Ann-Kathrin","","Fösuba","","","","","","","Stadtprozelten","97909","Römerstrasse 223","","ann-kathrin.foesuba85@email.com","","035599/1816289","","","","","","","-1",""
"","","Raphaela","","Kerewattestein","","","","","","","Gerbstedt","06347","Bismarckstrasse 192","","isato75@surfnet.de","","033383/863744","","","","","","","-1",""
"","","Elfi","","Culovode","","","","","","","Ahlen","59227","Feldstrasse 251","","asoto68@t-online.de","","064871/538627","","","","","","","-1",""
"","","Mike","","Rävuwedemeiner","","","","","","","Lampertheim","68623","Hauptstrasse 95","","edupe54@test.de","","04685/2486129","","","","","","","-1",""
"","","Leif","","Kalivade","","","","","","","Magdeburg","39104","Gartenstrasse 162","","evura84@email.com","","09959/844145","","","","","","","-1",""
"","","Patric","","Givadastein","","","","","","","Felsberg","34587","Mörikestrasse 167","","udupe59@gmx.de","","0491855/836278","","","","","","","-1",""
"","","Sonia","","Diwiwadehein","","","","","","","Naumburg","34311","Am Sportplatz 208","","owefa75@t-online.de","","04712/45695","","","","","","","-1",""
"","","Kathi","","Jödisadestein","","","","","","","Herdecke","58313","Grüner Weg 107","","kathi.joedisadestein92@email.com","","0621/935995","","","","","","","-1",""
"","","Niklas","","Lotuwade","","","","","","","Mörfelden-Walldorf","64546","Lindenstrasse 113a","","arolo94@test.de","","093189/97266","","","","","","","-1",""
"","","Bartholomäus","","Meyer","","","","","","","Hennigsdorf","16761","Falkenweg 289c","","atumu73@t-online.de","","064988/458172289","","","","","","","-1",""
"","","Roselinde","","Sidofohein","","","","","","","Freystadt","92342","Weiherstrasse 92c","","roselinde.sidofohein57@outloock.de","","0758/5949344","","","","","","","-1",""
"","","Jan-Peter","","Hevudihein","","","","","","","Bürstadt","68642","Fichtenstrasse 219","","irela61@email.com","","0315/849836","","","","","","","-1",""
"","","Hans-Hermann","","Toteflode","","","","","","","Roding","93426","Waldweg 57d","","ivore65@gmail.de","","057123/94273563","","","","","","","-1",""
"","","Elfie","","Maier","","","","","","","Oranienburg","16515","Poststrasse 170","","uwifu92@gmail.de","","0652795/5286792","","","","","","","-1",""
"","","Petros","","Matabuhein","","","","","","","Kamp-Lintfort","47475","Mühlenstrasse 26","","useta60@gmail.com","","0699146/445885","","","","","","","-1",""
"","","Elif","","Gawubison","","","","","","","Waldenbuch","71111","Buchenstrasse 46","","elif.gawubison94@gmail.com","","0488488/97873991","","","","","","","-1",""
"","","Sibel","","Gotoschattstein","","","","","","","Memmingen","87700","Robert-Bosch-Strasse 236","","owafa82@surfnet.de","","087925/53327","","","","","","","-1",""
"","","Hans-Eberhard","","Nölovare","","","","","","","Bühl","77815","Eichenstrasse 87","","hans-eberhard.noelovare79@t-online.de","","098884/459721","","","","","","","-1",""
"","","Elly","","Hoffmann","","","","","","","Wolframs-Eschenbach","91639","Industriestrasse 245","","atame85@test.de","","08965/31848","","","","","","","-1",""
"","","Klaudia","","Howugau","","","","","","","Hechingen","72379","Sonnenweg 262","","usetu96@gmail.de","","037339/59993643","","","","","","","-1",""
"","","Julie","","Becker","","","","","","","Wesel","46483","Frühlingstrasse 275","","atuma54@gmx.de","","0954157/3182537","","","","","","","-1",""
"","","Ljiljana","","Gädovodemüller","","","","","","","Geretsried","82538","Albert-Schweitzer-Strasse 199","","uluki61@gmail.de","","06183/23982812","","","","","","","-1",""
"","","Aleksandra","","Braun","","","","","","","Tönisvorst","47918","Karlstrasse 192","","owefu66@gmail.com","","0535448/41171","","","","","","","-1",""
"","","Madlen","","Lotovademüller","","","","","","","Selm","59379","Veilchenweg 143","","utime86@t-online.de","","053799/737876","","","","","","","-1",""
"","","Hubertus","","Hesifomeiner","","","","","","","Andernach","56626","Lessingstrasse 201","","atuzo97@surfnet.de","","0578495/89572","","","","","","","-1",""
"","","Jens-Peter","","Lüsovade","","","","","","","Kronach","96317","Forstweg 106","","jens-peter.luesovade74@outloock.de","","0293/87635892","","","","","","","-1",""
"","","Branka","","Kewivore","","","","","","","Hilden","40721","Mörikestrasse 189","","branka.kewivore72@test.de","","094847/895577198","","","","","","","-1",""
"","","Carolin","","Koch","","","","","","","Schöneck/Vogtl.","08261","Oststrasse 24","","uvaro64@t-online.de","","041816/5617787","","","","","","","-1",""
"","","Dolores","","Herrmann","","","","","","","Haiger","35708","Ringstrasse 6","","erile77@gmx.de","","0918517/1746848","","","","","","","-1",""
"","","Roderich","","Wevegatemüller","","","","","","","Langenau","89129","Wiesenstrasse 276","","roderich.wevegatemueller96@gmail.de","","024341/844687235","","","","","","","-1",""
"","","Freddy","","Pitagrade","","","","","","","Völklingen","66333","Poststrasse 29","","oloki75@surfnet.de","","0925841/463639148","","","","","","","-1",""
